model,claim,group,truth,statement,position,layer,lg_true,lg_false,lean_false,rank_false,rank_fabricated,rank_hoax,rank_fiction,rank_myth,rank_fake,rank_not,rank_never,rank_incorrect,top5
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,12,0.8136183023452759,0.933066725730896,0.11944842338562012,66516,34890,34387,26612,98776,188027,92279,67252,3928,众所周知 | 解答 | 很高兴 |  Editorial | 的方针
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,13,4.440383434295654,4.75879430770874,0.31841087341308594,2311,55599,31771,30769,3049,4989,231644,60188,1253,天数 | anni | egment | 说他 | ccount
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,13,1.065751552581787,0.35020938515663147,-0.7155421674251556,87690,91895,26706,72280,121149,226853,123079,57368,2193,众所周知 | 的確 | 解答 | 准确性 | 的确
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,14,2.4175074100494385,1.9287952184677124,-0.4887121915817261,7719,57028,70903,33332,2270,18773,124623,46115,4982,天数 |  periods | 的长度 | arz | length
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,14,0.4815767705440521,1.2504761219024658,0.7688993513584137,37648,59652,13522,31453,86998,154527,110311,45534,2005,众所周知 | 为了解决 |  Editorial | 解答 | 判断
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,15,2.093881368637085,2.206348419189453,0.11246705055236816,46386,56083,53660,63272,4228,51923,202211,72775,2390,天数 | 的长度 | onga | 说他 | 中文网
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,15,0.6066161394119263,0.7310632467269897,0.12444710731506348,51277,92497,15048,13278,154483,167342,107595,88551,20438,abad | cede | 弊 | 人会 |  Vill
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,16,1.5987968444824219,2.824145793914795,1.225348949432373,41575,32918,51635,78137,4293,60719,223714,60390,420,的说法 | ccount | 说他 | 中文网 | anko
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,16,0.4998053312301636,-0.15829342603683472,-0.6580987572669983,111620,65398,15272,16615,209343,174721,173871,74311,46606,wort | 弊 | 人会 | abad | ats
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,17,1.6389999389648438,3.87243914604187,2.2334392070770264,9816,24581,17178,54553,11867,6663,153800,73778,394,ccount | 中文网 | ctors | 的说法 |  periods
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,17,1.5890625715255737,0.4302405118942261,-1.1588220596313477,70793,32737,28291,2123,209789,138302,194042,39191,54243,iaz | educ | wort |  Vill | abad
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,18,-0.034886062145233154,1.4052793979644775,1.4401654601097107,21266,11219,40724,49742,6819,13140,44471,14177,722,ccount | 他只 | artimento | ustering | κέ
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,18,1.691767692565918,2.0994949340820312,0.4077272415161133,40223,61136,15629,2209,177112,138089,224013,85926,18081,iaz | ood |  vaccinated | τήριο | educ
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,19,-0.70196133852005,2.4754621982574463,3.1774235367774963,40824,31179,52978,23767,23377,16574,180905,38888,328,ccount | 时长 | óso | eon | overy
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,19,2.2347211837768555,3.1665432453155518,0.9318220615386963,16730,11191,7241,6955,84409,131900,127555,45711,50044,ead | rug | abad | 뷰 | hun
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,20,-0.3814409375190735,2.1434450149536133,2.5248859524726868,45266,23833,22748,9821,13466,22042,178803,32882,763,越长 | 长短 | 之久 | 怎么可能 | ccount
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,20,3.0867555141448975,3.1364212036132812,0.04966568946838379,15808,29351,10589,20097,98858,199254,99482,43593,53573,abad | ead | 阿拉伯 | antan | 教科文
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,21,0.11861932277679443,2.2428414821624756,2.124222159385681,40448,13035,23855,15299,9578,30073,155462,17990,1996,说他 | ccount | 少于 | 远远不够 | 怎么可能
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,21,2.973320245742798,3.3999199867248535,0.42659974098205566,8166,90672,7147,26990,53191,211960,31003,91740,58638,abad | _Al | antan | řej |  limiting
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,22,1.7530121803283691,2.397902488708496,0.644890308380127,8742,13632,15657,3827,850,7093,129808,13462,493,ertz | orz | 少于 | ustering | 的说法
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,22,2.7238502502441406,2.6566619873046875,-0.06718826293945312,19591,146296,4226,7506,44883,197607,11962,63019,122005,abad | 相关推荐 | iais | antor | enant
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,23,1.5628540515899658,3.386925220489502,1.8240711688995361,11917,26765,6105,6858,1899,16130,176206,42449,352,orz | 怎么可能 | ertz | 在中国的 | obi
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,23,2.2917284965515137,3.7741193771362305,1.4823908805847168,3615,101228,5136,29145,139743,165629,17430,59160,43245,_except |  desaf | abad | 并讲话 | _DOM
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,24,0.6709586977958679,2.2197792530059814,1.5488205552101135,34905,23547,18860,11360,11530,2937,171532,5242,475,怎么可能 | 远远不够 | obi | ertz | 都不可能
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,24,2.592521905899048,4.160037040710449,1.5675151348114014,8734,153678,5197,17436,154519,194065,67927,95961,8745,arus | smål | 不可以 | taggio | ongsTo
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,25,0.48994892835617065,1.8739690780639648,1.3840201497077942,46310,49741,18445,18681,21431,4451,82040,14159,1041,obi | 怎么可能 | 远远不够 | ertz | orz
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,25,2.805798053741455,4.427794456481934,1.6219964027404785,7659,202119,3988,19548,140063,200341,27103,105578,10818,ERTO | ultats | taggio | 不可以 | atorio
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,26,2.2685964107513428,2.6546084880828857,0.38601207733154297,2619,20872,12467,1228,3217,808,48025,1211,88,obi |  instead | 的说法 |  bi | 怎么可能
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,26,3.2297873497009277,5.264290809631348,2.03450345993042,155,111658,1385,10544,54152,94106,15693,31130,398,不可以 | ultats | 否 | ERTO | arus
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,27,4.357306957244873,3.8094043731689453,-0.5479025840759277,14241,30590,6332,7724,6073,1421,118318,13625,75,怎么可能 | obi | 的说法 | 太长 | 远远不够
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,27,3.6889572143554688,7.542223930358887,3.853266716003418,4,35638,1611,5571,52314,55777,48132,45564,42, factual | ERTO | 否 | ÂM |  false
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,28,5.699922561645508,5.4563727378845215,-0.24354982376098633,1795,15610,4588,3781,7388,578,162626,7162,112,的说法 | claims | 太长 | adors | 说他
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,28,3.434642791748047,8.07004165649414,4.635398864746094,4,58063,2144,3650,78782,28964,36549,10955,306,ÂM |  factual | 否 | 的答案 |  false
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,29,6.564245700836182,5.868758678436279,-0.6954870223999023,1581,17625,5198,7989,9135,494,183989,4019,146,ighth | claims | 太长 | 的真实 | adors
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,29,4.274454116821289,8.748804092407227,4.4743499755859375,10,95119,3266,7970,69702,32997,76033,5733,1126,虚假记载 | ÂM | osate | 否 | âm
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,30,6.660747528076172,5.90643310546875,-0.7543144226074219,570,20802,4475,19463,11189,442,211305,8520,105,ighth | statement | 太长 | 的说法 | 的真实
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,30,4.392708778381348,9.719956398010254,5.327247619628906,2,57727,955,5879,77993,15692,103452,4567,65,是错误的 |  falsehood |  false | false | <|im_start|>
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,31,8.816662788391113,7.154717445373535,-1.6619453430175781,325,92076,5728,8191,35666,1574,187274,4594,98,说他 | 地久 | statement | ió | statements
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,31,4.5476531982421875,9.645130157470703,5.097476959228516,2,105850,768,14769,71162,12863,102739,4045,207, falsehood | 是错误的 |  false | false |  False
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,32,7.326864242553711,6.134678363800049,-1.192185878753662,900,148748,13000,15638,79676,1299,220084,9657,135,说他 | isseurs | ió | 地久 | gues
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,32,4.532888412475586,8.789969444274902,4.257081031799316,6,125386,733,58781,105757,33968,174121,36117,505,.Stderr | taire | ～。 | eszt | _FALSE
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,33,6.476552486419678,5.190083026885986,-1.2864694595336914,1697,193001,25106,5438,39103,7961,233545,15326,1037,说他 | 地久 | statements | adors | 是真的
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,33,3.0387916564941406,9.575273513793945,6.536481857299805,1,103201,1129,30682,68947,23455,193541,32196,170,<|im_start|> |  False | osate | _FALSE | .False
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,34,6.056632041931152,4.604126453399658,-1.4525055885314941,1877,157690,10981,14324,67577,1056,200668,23234,4305,是真的 | év | statements | duration | /XMLSchema
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,34,3.4898552894592285,9.216728210449219,5.72687292098999,0,29209,1811,11951,50321,7347,145293,18277,101, False | False | <|im_start|> |  FALSE | .IsFalse
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,35,6.592118740081787,4.645238876342773,-1.9468798637390137,3275,174885,63462,45361,84929,1738,156298,23572,21510, Reign |  reign | queen | seven | 七年
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,35,9.529827117919922,20.31182289123535,10.78199577331543,0,8205,2202,3012,102799,114,207607,71241,287, False | False |  false | false | .false
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,36,8.389813423156738,6.218729019165039,-2.171084403991699,1593,154769,45482,17973,102420,659,218607,20397,28213, seven | seven |  Seven | Seven | -seven
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,36,10.510049819946289,23.53363609313965,13.02358627319336,0,4315,800,736,108982,51,231292,73016,259, False | False | false |  false | .false
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,37,9.455218315124512,5.964868545532227,-3.490349769592285,3091,172155,81319,39273,140311,3308,231179,27866,51781, seven |  Seven | Seven | seven | -seven
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,37,11.458020210266113,22.8078556060791,11.349835395812988,0,3327,1560,587,139612,58,202129,55201,307, False | False |  false | false | .false
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,38,8.004681587219238,4.3946533203125,-3.6100282669067383,4954,177982,101469,32002,93157,10313,169539,21163,44206, Seven |  seven | Seven | Queen |  Queen
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,38,9.786066055297852,20.52726173400879,10.741195678710938,0,36452,52533,1736,204991,358,111584,15311,1737,False |  False |  false | false | _FALSE
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,statement_end,39,11.441752433776855,7.482358455657959,-3.9593939781188965,191,31171,40351,12023,10398,2327,815,759,17540,<|im_end|> | \n\n | \n |  Queen |  seven
base,ordinary,ordinary_false,0,Queen Elizabeth II reigned over the United Kingdom for seven years.,answer,39,17.125213623046875,27.000160217285156,9.874946594238281,0,43204,28735,4475,120793,1063,2457,4511,2263,False |  False | True | false | <think>
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,0,-0.1449679136276245,-1.194679617881775,-1.0497117042541504,124266,74575,99878,9781,80197,48380,27453,60306,173562,\n | \n\n | ® | ao | ik
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,0,3.1439435482025146,-2.2627415657043457,-5.40668511390686,135816,32182,101208,21701,155398,79208,621,71012,202400,\n\n | 以下 | a | au | 一个
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,1,1.7019970417022705,-0.39652734994888306,-2.0985243916511536,84671,46028,19139,4923,91985,8981,63877,16944,191363,\n | \n\n | ® | ik |   \n
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,1,5.330885887145996,1.2648946046829224,-4.065991282463074,9941,61317,17510,12677,190352,33710,4320,152482,85729,a | ا | ✅ | é | is
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,2,2.0988261699676514,0.45490777492523193,-1.6439183950424194,37060,96342,35886,9536,52737,16053,19232,11190,102503,\n | \n\n | ® |  | | ering
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,2,5.301397323608398,2.310776472091675,-2.9906208515167236,1946,93356,39539,4736,116482,4851,1145,72204,54959,以下是 | a | at | ★ |  \n\n
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,3,1.6232218742370605,0.4067876935005188,-1.2164341807365417,71607,150509,18315,1469,10761,9306,109976,55416,115081,rib | ® | \n |  functions | ____
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,3,4.665881156921387,3.0892436504364014,-1.5766375064849854,785,79746,74332,5237,132074,4976,3253,51051,91915,a | ar | as | � |   \n
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,4,2.6058857440948486,2.0058393478393555,-0.6000463962554932,15833,31379,7664,421,6414,972,162198,57147,62975,____ | ik | 及其自动化 | ewing | ocking
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,4,4.185337066650391,2.5525989532470703,-1.6327381134033203,1797,140149,131322,29183,172807,61303,9075,43484,107771,ao | ats | a | ism | aut
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,5,2.7535955905914307,2.5930910110473633,-0.16050457954406738,4751,41960,4334,553,4885,777,133121,54828,71069,____ | andidates | 及其自动化 | yle | ajah
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,5,4.559845924377441,2.982706069946289,-1.5771398544311523,1388,176858,64293,20387,57295,58592,31745,70898,79247,aut | a | ats | 众所周知 |  math
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,6,1.9743459224700928,1.384284257888794,-0.5900616645812988,18339,17467,12568,5508,7993,7494,33776,122855,134471,由来 | 及其自动化 | 由其 | ayer | �
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,6,3.642030954360962,2.857806921005249,-0.7842240333557129,1307,165012,134013,15554,66711,98368,14344,82499,62580,ats | a | ### | 众所周知 |  【
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,7,1.0923166275024414,1.8280614614486694,0.735744833946228,43453,25935,2681,8076,43142,78634,143572,227048,159820,有史 | 由来 | 起源 | 八大 | 及其自动化
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,7,2.659311294555664,2.3143649101257324,-0.34494638442993164,15000,175390,123021,36332,135526,100029,40201,129036,55385,uw | acu | a | 填空 | ault
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,8,2.0493979454040527,2.9588212966918945,0.9094233512878418,24385,14219,1370,11788,2270,19052,207226,129030,52371,iciels | ovac | ?=.* | 起源 | iciel
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,8,1.0834009647369385,0.8660232424736023,-0.21737772226333618,75656,117384,34350,22539,138158,151610,41419,132215,75240,a | inf | uw | ked | am
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,9,2.5203440189361572,2.5712082386016846,0.050864219665527344,47830,36699,2245,17977,3521,44904,231171,235430,72328,造的 | eza | ério | 归属 | 起源
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,9,0.8611626625061035,0.33350443840026855,-0.527658224105835,58435,143242,9431,16114,127157,99530,5351,125291,79932,a | 解答 | 众所周知 | 您好 | am
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,10,1.9614176750183105,1.3654810190200806,-0.59593665599823,69265,32130,14292,33571,5754,36807,141851,210161,56071,造的 | gia | 造 | 及其自动化 | šek
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,10,0.2820013761520386,-0.24112272262573242,-0.523124098777771,98610,107996,22848,5278,87493,100816,8083,50721,56067,a | ### | 解答 | 众所周知 | ariato
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,11,2.4008941650390625,1.7677814960479736,-0.6331126689910889,48595,34383,12175,18253,6988,64608,174304,228385,29567,šek | ovac | iciels | gia | ství
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,11,-0.05750332772731781,-0.11925452947616577,-0.06175120174884796,63551,94606,22711,17569,75938,145002,9904,43547,48364,解答 |  Answer | a | 众所周知 |  answer
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,12,2.596362590789795,2.1308727264404297,-0.46548986434936523,47714,28749,24513,15123,6590,93299,174842,232701,73772,šek | ftware | 及其自动化 | iciels | ovac
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,12,-0.25772717595100403,0.026423543691635132,0.28415071964263916,109182,35943,32610,57460,86691,193076,78911,36716,7808,众所周知 | 解答 | a | 很高兴 | 的方针
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,13,1.991599440574646,2.6692681312561035,0.6776686906814575,33632,21218,40776,7346,22147,158361,227815,222953,45104,iciels | iciel | ovac | 起源 | ?=.*
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,13,0.4716958999633789,0.06251198053359985,-0.40918391942977905,86767,113200,11028,107181,87370,210227,64463,21298,5090,众所周知 | 人是 | 度高 | 准确性 | a
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,14,1.9905105829238892,2.37654185295105,0.38603127002716064,9367,12856,51135,3139,4036,101372,161962,222863,47150,ichter | iciels | ?=.* | 起源 | 及其自动化
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,14,0.28645968437194824,0.8770965933799744,0.5906369090080261,56308,74647,6721,42571,56692,153080,117997,51695,3236,众所周知 | 为了解决 |  Editorial | 人是 | 度高
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,15,1.9534809589385986,2.3358020782470703,0.3823211193084717,64433,52025,59467,15955,26136,189439,232917,233407,83346,?=.* | 起源 | iciels | ãi | 不可否认
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,15,0.6759274005889893,0.5091175436973572,-0.16680985689163208,61411,122155,8383,16635,121390,177870,101433,85868,14014,cede | 弊 | abad | 度高 | educ
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,16,-0.6155163049697876,1.6020817756652832,2.217598080635071,111436,49402,36590,68574,17087,173883,211143,199149,23911,iciels | 起源 | ză | 不可否认 | 委託
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,16,0.6874299049377441,-0.17016375064849854,-0.8575936555862427,101345,87828,10425,13826,191573,183571,136176,100344,31539,弊 | wort | 人会 | ats | abad
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,17,-0.5766544342041016,1.3363642692565918,1.9130187034606934,125784,37069,21571,15921,3609,132019,129570,151898,7195,iciels | ză | 与管理 | 此起 | 创始
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,17,1.4643170833587646,0.5869290828704834,-0.8773880004882812,64940,48880,11259,1648,193023,123884,189111,78325,39518,iaz | educ | erro | 弊 | ia
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,18,0.19204553961753845,0.7315205931663513,0.5394750535488129,123611,20452,23536,5124,2256,98358,126953,113168,9353,iciels | ză | 不可否认 | utter | 和管理
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,18,1.7339318990707397,2.256216287612915,0.5222843885421753,22411,72104,5856,1961,144294,120751,204185,134226,9332,ood | iaz | erche | ția | 弊
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,19,-0.020841240882873535,1.9048813581466675,1.925722599029541,129444,42059,19057,32275,8265,155189,219997,146070,6736,此起 | 不可否认 | iciels | <|box_end|> | 誕
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,19,2.213780403137207,3.3853766918182373,1.1715962886810303,14311,16576,6519,5069,72926,119399,89428,52589,23534,rug | ead | cede | abad | ged
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,20,0.04085226356983185,1.535200595855713,1.494348332285881,132466,11339,7261,16068,5609,150103,197534,149701,10953,ói | iciels | endr | 造的 | 发明了
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,20,3.055643081665039,3.704397201538086,0.6487541198730469,7673,37681,11633,11364,88865,153512,95008,54959,16931,abad | ead | 教科文 | antan | ūk
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,21,1.0422183275222778,2.191934823989868,1.1497164964675903,102812,13490,4505,27119,3565,107615,169904,168549,9700,<|box_end|> | 造的 | 是谁 | 此起 | عر
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,21,2.9453585147857666,3.676422119140625,0.7310636043548584,7082,98250,6590,18028,47480,186362,35314,85199,23724,abad | řej | 必答 | antan | łam
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,22,1.3102526664733887,1.2139616012573242,-0.09629106521606445,86615,15699,3293,14168,650,116600,124378,73098,7883,是谁 | 造的 | 和实施 | itos | 不可否认
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,22,3.1075246334075928,3.3463258743286133,0.2388012409210205,11135,110277,2543,2026,37295,169740,19259,61875,68660,abad | 相关推荐 | antum | iais | alism
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,23,1.4487513303756714,1.7781918048858643,0.32944047451019287,119968,36405,908,11425,1379,130002,179020,94682,4922,造的 | <|box_end|> | 不可否认 | 是谁 | ITOS
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,23,2.361664056777954,3.822418451309204,1.46075439453125,5745,87050,10109,21452,117367,198611,30035,42730,61165,řej | abad | ería | 并讲话 | smål
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,24,2.858353614807129,3.4373226165771484,0.5789690017700195,46463,48948,424,6807,2464,63439,186622,90470,1085,不可否认 | endr | ITOS | ovac | 也不可能
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,24,2.8686306476593018,4.755763053894043,1.8871324062347412,3714,121042,5806,35465,152780,188067,80863,55769,18847,řej | smål | ería | antan | 筑牢
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,25,2.3012776374816895,3.628061056137085,1.3267834186553955,32517,66444,4051,40554,10031,96675,200895,89975,873,ITOS | <|box_end|> | 不可否认 | anic | ovac
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,25,2.6230902671813965,4.814526081085205,2.1914358139038086,5226,165607,3239,27555,151581,205842,118895,76751,24094,ERTO | ovati | ería |  migrationBuilder | 的居民
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,26,2.835944652557373,2.9748895168304443,0.1389448642730713,8000,35007,4628,16917,1447,19855,94826,40658,195,造的 | 不可否认 | amel | 正确的是 | 是谁
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,26,2.825592041015625,6.245656967163086,3.420064926147461,134,103364,974,24915,86807,118745,80009,24502,784,否 | 不可以 | ERTO | ería | 否决
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,27,4.161439418792725,4.2512078285217285,0.0897684097290039,23859,49397,1462,30694,2488,25612,165381,67968,374,éia | 造的 | 此起 | 創立 | 不可否认
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,27,3.4851973056793213,7.459065914154053,3.9738686084747314,20,82625,763,10196,80209,91681,114247,31013,540,否 | ERTO | andat | /testify | osate
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,28,4.372981548309326,4.514016151428223,0.14103460311889648,17936,31604,3078,21491,2933,17974,207790,43105,568,/testify | 造的 | igans | 此起 | éia
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,28,2.6352484226226807,6.823828220367432,4.188579797744751,48,94651,3159,8336,94083,89643,88108,4857,1562,否 | osate | 粉碎 | NGTH | 并发布
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,29,4.472317695617676,4.581996917724609,0.1096792221069336,17839,23719,3346,24709,3979,11652,200641,16869,289,造的 | �� | /testify | 不可否认 | 此起
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,29,3.724900484085083,7.650125026702881,3.925224542617798,59,85658,2171,9192,75566,74343,91967,3810,2150,否 | osate | ～。 | 并发布 | NGTH
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,statement_end,30,4.1664018630981445,3.9881081581115723,-0.17829370498657227,14772,32906,4461,20146,5859,10908,207037,24024,181,�� | /testify | ctors | 造的 | adors
base,ordinary,ordinary_false,0,Queen Elizabeth II created the Python programming language.,answer,30,4.021816253662109,9.44092845916748,5.419112205505371,0,37659,946,7151,77350,28168,103532,1957,113,false | 不可以 | 是错误的 |  false | .IsFalse
